ID,NAME,latitude
3165,Central Park West & W 72 St,40.77579376683666
3166,Riverside Dr & W 72 St,40.78057799010334
3167,Amsterdam Ave & W 73 St,40.77966809007312
3168,Central Park West & W 85 St,40.78472675
3169,Riverside Dr & W 82 St,40.78720869
3170,W 84 St & Columbus Ave,40.78499979
3171,Amsterdam Ave & W 82 St,40.78524672
3172,W 74 St & Columbus Ave,40.7785669
3173,Riverside Blvd & W 67 St,40.777507027547976
3175,W 70 St & Amsterdam Ave,40.77748046
3177,W 84 St & Broadway,40.7867947
3178,Riverside Dr & W 78 St,40.78414472
3179,Park Ave & Marcus Garvey Blvd,40.698617
3184,Paulus Hook,40.7141454
3185,City Hall,40.7177325
3186,Grove St PATH,40.71958611647166
3187,Warren St,40.7211236
3191,Union St,40.7182113
3192,Liberty Light Rail,40.7112423
3193,Lincoln Park,40.7246050998869
3194,McGinley Square,40.7253399253558
3195,Sip Ave,40.73089709786179
3196,Riverview Park,40.7443187
3198,Heights Elevator,40.748715945380226
3199,Newport Pkwy,40.7287448
3201,Dey St,40.737711
3202,Newport PATH,40.7272235
3203,Hamilton Park,40.727595966
3205,JC Medical Center,40.71653978099194
3206,Hilltop,40.7311689
3207,Oakland Ave,40.7376037
3209,Brunswick St,40.7241765
3210,Pershing Field,40.742677141
3211,Newark Ave,40.72152515
3212,Christ Hospital,40.734785818
3213,Van Vorst Park,40.71848892
3214,Essex Light Rail,40.7127742
3220,5 Corners Library,40.734961020009514
3221,47 Ave & 31 St,40.743
3225,Baldwin at Montgomery,40.7236589
3226,W 82 St & Central Park West,40.78275
3231,E 67 St & Park Ave,40.76780080148132
3232,Bond St & Fulton St,40.68962188790333
3233,E 48 St & 5 Ave,40.75724567911726
3235,E 41 St & Madison Ave,40.752165280621966
3236,W 42 St & Dyer Ave,40.75898481399634
3241,Monroe St & Tompkins Ave,40.686203
3242,Schermerhorn St & Court St,40.69102925677968
3243,E 58 St & 1 Ave (NE Corner),40.75892386377695
3244,University Pl & E 8 St,40.73143724085228
3246,Montague St & Clinton St,40.694281141397326
3249,Verona Pl & Fulton St,40.6803560840434
3255,8 Ave & W 31 St,40.7505853470215
3256,Pier 40 - Hudson River Park,40.7277140777778
3259,9 Ave & W 28 St,40.74937024193277
3260,Mercer St & Bleecker St,40.72706363348306
3263,Cooper Square & Astor Pl,40.72951496224949
3267,Morris Canal,40.7124188237569
3268,Lafayette Park,40.71346382669195
3269,Brunswick & 6th,40.72601172964625
3270,Jersey & 6th St,40.72528910781132
3272,Jersey & 3rd,40.72333158646436
3273,Manila & 1st,40.721650724879986
3275,Columbus Drive,40.71835519823214
3276,Marin Light Rail,40.71458403535893
3277,Communipaw & Berry Lane,40.71435836870427
3278,Monmouth and 6th,40.72568548362901
3279,Dixon Mills,40.721630142638354
3280,Astor Place,40.71928220070702
3281,Leonard Gordon Park,40.74590996631558
3282,5 Ave & E 88 St,40.78307
3283,W 89 St & Columbus Ave,40.7882213
3284,E 88 St & Park Ave,40.781410700190015
3285,W 87 St & Amsterdam Ave,40.78839
3286,E 89 St & 3 Ave,40.7806284
3287,W 87 St & West End Ave,40.789622
3288,E 88 St & 1 Ave,40.778301
3289,W 90 St & Amsterdam Ave,40.79017948095081
3290,E 89 St & York Ave,40.7779453
3292,5 Ave & E 93 St,40.7857851
3293,W 92 St & Broadway,40.7921
3294,E 91 St & Park Ave,40.7835016
3295,Central Park W & W 96 St,40.79127
3296,E 93 St & 2 Ave,40.782454175279874
3297,6 St & 7 Ave,40.6686627
3298,Warren St & Court St,40.686371
3299,E 98 St & Park Ave,40.78813
3300,Prospect Park West & 8 St,40.66514681533792
3301,Columbus Ave & W 95 St,40.7919557
3302,Columbus Ave & W 103 St,40.7969347
3303,Butler St & Court St,40.6849894
3304,6 Ave & 9 St,40.668127
3305,E 91 St & 2 Ave,40.78112229934166
3306,10 St & 7 Ave,40.6662078
3307,West End Ave & W 94 St,40.7941654
3308,Kane St & Clinton St,40.6861758
3309,E 97 St & 3 Ave,40.7859201
3310,14 St & 7 Ave,40.663779
3311,Columbia St & Kane St,40.68763155
3312,1 Ave & E 94 St,40.7817212
3313,6 Ave & 12 St,40.6663181
3314,W 95 St & Broadway,40.7937704
3315,Henry St & Degraw St,40.6847514
3317,10 St & 5 Ave,40.6686273
3318,2 Ave & E 96 St,40.7839636
3319,14 St & 5 Ave,40.666287
3320,Central Park West & W 100 St,40.79406660818552
3321,Clinton St & Union St,40.6831164
3322,12 St & 4 Ave,40.668603
3323,W 106 St & Central Park West,40.7981856
3324,3 Ave & 14 St,40.6685455
3325,E 95 St & 3 Ave,40.7849032
3326,Clinton St & Centre St,40.67434
3327,3 Ave & E 100 St,40.7877214
3328,W 100 St & Manhattan Ave,40.795
3329,Degraw St & Smith St,40.6829151
3330,Henry St & Bay St,40.6725058
3331,Riverside Dr & W 104 St,40.8013434
3332,Degraw St & Hoyt St,40.681990442707026
3333,Columbia St & Lorraine St,40.6747055
3335,Union St & 4 Ave,40.6772744
3336,E 97 St & Madison Ave,40.787801
3337,Dwight St & Van Dyke St,40.67363551341504
3338,2 Ave & E 99 St,40.7862586
3339,Berkeley Pl & 6 Ave,40.6765304
3340,Wolcott St & Dwight St,40.6753274
3341,Central Park West & W 102 St,40.795346
3342,Pioneer St & Richards St,40.6777748
3343,W 107 St & Columbus Ave,40.7997568
3344,Pioneer St & Van Brunt St,40.679043
3345,Madison Ave & E 99 St,40.78948541553215
3346,Berkeley Pl & 7 Ave,40.675146838709786
3347,Van Brunt St & Wolcott St,40.6773429
3348,Coffey St & Conover St,40.677236
3349,Grand Army Plaza & Plaza St West,40.6729679
3350,W 100 St & Broadway,40.7973721
3351,E 102 St & 1 Ave,40.7869946
3352,Sigourney St & Columbia St,40.67267243410948
3354,3 St & Prospect Park West,40.668132
3355,E 66 St & Madison Ave,40.76800889305947
3356,Amsterdam Ave & W 66 St,40.7746671
3357,W 106 St & Amsterdam Ave,40.8008363
3358,Garfield Pl & 8 Ave,40.6711978
3359,E 68 St & Madison Ave,40.7691572
3360,Amsterdam Ave & W 79 St,40.7829391
3361,Carroll St & 6 Ave,40.6740886
